SalesId,InvoiceId,InvoiceDate,CustomerId,ProductId,UnitPrice,Quantity,LineTotal
149,26,2021-04-14,19,912,0.99,1,0.99
150,27,2021-04-22,33,926,0.99,1,0.99
151,28,2021-05-05,34,927,0.99,1,0.99
152,28,2021-05-05,34,928,0.99,1,0.99
153,29,2021-05-05,36,930,0.99,1,0.99
154,29,2021-05-05,36,932,0.99,1,0.99
155,30,2021-05-06,38,934,0.99,1,0.99
156,30,2021-05-06,38,936,0.99,1,0.99
157,30,2021-05-06,38,938,0.99,1,0.99
158,30,2021-05-06,38,940,0.99,1,0.99
159,31,2021-05-07,42,944,0.99,1,0.99
160,31,2021-05-07,42,948,0.99,1,0.99
161,31,2021-05-07,42,952,0.99,1,0.99
162,31,2021-05-07,42,956,0.99,1,0.99
163,31,2021-05-07,42,960,0.99,1,0.99
164,31,2021-05-07,42,964,0.99,1,0.99
165,32,2021-05-10,48,970,0.99,1,0.99
166,32,2021-05-10,48,976,0.99,1,0.99
167,32,2021-05-10,48,982,0.99,1,0.99
168,32,2021-05-10,48,988,0.99,1,0.99
169,32,2021-05-10,48,994,0.99,1,0.99
170,32,2021-05-10,48,1000,0.99,1,0.99
171,32,2021-05-10,48,1006,0.99,1,0.99
172,32,2021-05-10,48,1012,0.99,1,0.99
173,32,2021-05-10,48,1018,0.99,1,0.99
174,33,2021-05-15,57,1027,0.99,1,0.99
175,33,2021-05-15,57,1036,0.99,1,0.99
176,33,2021-05-15,57,1045,0.99,1,0.99
177,33,2021-05-15,57,1054,0.99,1,0.99
178,33,2021-05-15,57,1063,0.99,1,0.99
179,33,2021-05-15,57,1072,0.99,1,0.99
180,33,2021-05-15,57,1081,0.99,1,0.99
181,33,2021-05-15,57,1090,0.99,1,0.99
182,33,2021-05-15,57,1099,0.99,1,0.99
183,33,2021-05-15,57,1108,0.99,1,0.99
184,33,2021-05-15,57,1117,0.99,1,0.99
185,33,2021-05-15,57,1126,0.99,1,0.99
186,33,2021-05-15,57,1135,0.99,1,0.99
187,33,2021-05-15,57,1144,0.99,1,0.99
188,34,2021-05-23,12,1158,0.99,1,0.99
189,35,2021-06-05,13,1159,0.99,1,0.99
190,35,2021-06-05,13,1160,0.99,1,0.99
191,36,2021-06-05,15,1162,0.99,1,0.99
192,36,2021-06-05,15,1164,0.99,1,0.99
193,37,2021-06-06,17,1166,0.99,1,0.99
194,37,2021-06-06,17,1168,0.99,1,0.99
195,37,2021-06-06,17,1170,0.99,1,0.99
196,37,2021-06-06,17,1172,0.99,1,0.99
197,38,2021-06-07,21,1176,0.99,1,0.99
198,38,2021-06-07,21,1180,0.99,1,0.99
199,38,2021-06-07,21,1184,0.99,1,0.99
200,38,2021-06-07,21,1188,0.99,1,0.99
201,38,2021-06-07,21,1192,0.99,1,0.99
202,38,2021-06-07,21,1196,0.99,1,0.99
203,39,2021-06-10,27,1202,0.99,1,0.99
204,39,2021-06-10,27,1208,0.99,1,0.99
205,39,2021-06-10,27,1214,0.99,1,0.99
206,39,2021-06-10,27,1220,0.99,1,0.99
207,39,2021-06-10,27,1226,0.99,1,0.99
208,39,2021-06-10,27,1232,0.99,1,0.99
209,39,2021-06-10,27,1238,0.99,1,0.99
210,39,2021-06-10,27,1244,0.99,1,0.99
211,39,2021-06-10,27,1250,0.99,1,0.99
212,40,2021-06-15,36,1259,0.99,1,0.99
213,40,2021-06-15,36,1268,0.99,1,0.99
214,40,2021-06-15,36,1277,0.99,1,0.99
215,40,2021-06-15,36,1286,0.99,1,0.99
216,40,2021-06-15,36,1295,0.99,1,0.99
217,40,2021-06-15,36,1304,0.99,1,0.99
218,40,2021-06-15,36,1313,0.99,1,0.99
219,40,2021-06-15,36,1322,0.99,1,0.99
220,40,2021-06-15,36,1331,0.99,1,0.99
221,40,2021-06-15,36,1340,0.99,1,0.99
222,40,2021-06-15,36,1349,0.99,1,0.99
223,40,2021-06-15,36,1358,0.99,1,0.99
224,40,2021-06-15,36,1367,0.99,1,0.99
225,40,2021-06-15,36,1376,0.99,1,0.99
226,41,2021-06-23,50,1390,0.99,1,0.99
227,42,2021-07-06,51,1391,0.99,1,0.99
228,42,2021-07-06,51,1392,0.99,1,0.99
229,43,2021-07-06,53,1394,0.99,1,0.99
230,43,2021-07-06,53,1396,0.99,1,0.99
231,44,2021-07-07,55,1398,0.99,1,0.99
232,44,2021-07-07,55,1400,0.99,1,0.99
233,44,2021-07-07,55,1402,0.99,1,0.99
234,44,2021-07-07,55,1404,0.99,1,0.99
235,45,2021-07-08,59,1408,0.99,1,0.99
236,45,2021-07-08,59,1412,0.99,1,0.99
237,45,2021-07-08,59,1416,0.99,1,0.99
238,45,2021-07-08,59,1420,0.99,1,0.99
239,45,2021-07-08,59,1424,0.99,1,0.99
240,45,2021-07-08,59,1428,0.99,1,0.99
241,46,2021-07-11,6,1434,0.99,1,0.99
242,46,2021-07-11,6,1440,0.99,1,0.99
243,46,2021-07-11,6,1446,0.99,1,0.99
244,46,2021-07-11,6,1452,0.99,1,0.99
245,46,2021-07-11,6,1458,0.99,1,0.99
246,46,2021-07-11,6,1464,0.99,1,0.99
247,46,2021-07-11,6,1470,0.99,1,0.99
248,46,2021-07-11,6,1476,0.99,1,0.99
249,46,2021-07-11,6,1482,0.99,1,0.99
250,47,2021-07-16,15,1491,0.99,1,0.99
251,47,2021-07-16,15,1500,0.99,1,0.99
252,47,2021-07-16,15,1509,0.99,1,0.99
253,47,2021-07-16,15,1518,0.99,1,0.99
254,47,2021-07-16,15,1527,0.99,1,0.99
255,47,2021-07-16,15,1536,0.99,1,0.99
256,47,2021-07-16,15,1545,0.99,1,0.99
257,47,2021-07-16,15,1554,0.99,1,0.99
258,47,2021-07-16,15,1563,0.99,1,0.99
259,47,2021-07-16,15,1572,0.99,1,0.99
260,47,2021-07-16,15,1581,0.99,1,0.99
261,47,2021-07-16,15,1590,0.99,1,0.99
262,47,2021-07-16,15,1599,0.99,1,0.99
263,47,2021-07-16,15,1608,0.99,1,0.99
264,48,2021-07-24,29,1622,0.99,1,0.99
265,49,2021-08-06,30,1623,0.99,1,0.99
266,49,2021-08-06,30,1624,0.99,1,0.99
267,50,2021-08-06,32,1626,0.99,1,0.99
268,50,2021-08-06,32,1628,0.99,1,0.99
269,51,2021-08-07,34,1630,0.99,1,0.99
270,51,2021-08-07,34,1632,0.99,1,0.99
271,51,2021-08-07,34,1634,0.99,1,0.99
272,51,2021-08-07,34,1636,0.99,1,0.99
273,52,2021-08-08,38,1640,0.99,1,0.99
274,52,2021-08-08,38,1644,0.99,1,0.99
275,52,2021-08-08,38,1648,0.99,1,0.99
276,52,2021-08-08,38,1652,0.99,1,0.99
277,52,2021-08-08,38,1656,0.99,1,0.99
278,52,2021-08-08,38,1660,0.99,1,0.99
279,53,2021-08-11,44,1666,0.99,1,0.99
280,53,2021-08-11,44,1672,0.99,1,0.99
281,53,2021-08-11,44,1678,0.99,1,0.99
282,53,2021-08-11,44,1684,0.99,1,0.99
283,53,2021-08-11,44,1690,0.99,1,0.99
284,53,2021-08-11,44,1696,0.99,1,0.99
285,53,2021-08-11,44,1702,0.99,1,0.99
286,53,2021-08-11,44,1708,0.99,1,0.99
287,53,2021-08-11,44,1714,0.99,1,0.99
288,54,2021-08-16,53,1723,0.99,1,0.99
289,54,2021-08-16,53,1732,0.99,1,0.99
290,54,2021-08-16,53,1741,0.99,1,0.99
291,54,2021-08-16,53,1750,0.99,1,0.99
292,54,2021-08-16,53,1759,0.99,1,0.99
293,54,2021-08-16,53,1768,0.99,1,0.99
294,54,2021-08-16,53,1777,0.99,1,0.99
295,54,2021-08-16,53,1786,0.99,1,0.99
296,54,2021-08-16,53,1795,0.99,1,0.99
297,54,2021-08-16,53,1804,0.99,1,0.99
298,54,2021-08-16,53,1813,0.99,1,0.99
299,54,2021-08-16,53,1822,0.99,1,0.99
300,54,2021-08-16,53,1831,0.99,1,0.99
301,54,2021-08-16,53,1840,0.99,1,0.99
302,55,2021-08-24,8,1854,0.99,1,0.99
303,56,2021-09-06,9,1855,0.99,1,0.99
304,56,2021-09-06,9,1856,0.99,1,0.99
305,57,2021-09-06,11,1858,0.99,1,0.99
306,57,2021-09-06,11,1860,0.99,1,0.99
307,58,2021-09-07,13,1862,0.99,1,0.99
308,58,2021-09-07,13,1864,0.99,1,0.99
309,58,2021-09-07,13,1866,0.99,1,0.99
310,58,2021-09-07,13,1868,0.99,1,0.99
311,59,2021-09-08,17,1872,0.99,1,0.99
312,59,2021-09-08,17,1876,0.99,1,0.99
313,59,2021-09-08,17,1880,0.99,1,0.99
314,59,2021-09-08,17,1884,0.99,1,0.99
315,59,2021-09-08,17,1888,0.99,1,0.99
316,59,2021-09-08,17,1892,0.99,1,0.99
317,60,2021-09-11,23,1898,0.99,1,0.99
318,60,2021-09-11,23,1904,0.99,1,0.99
319,60,2021-09-11,23,1910,0.99,1,0.99
320,60,2021-09-11,23,1916,0.99,1,0.99
321,60,2021-09-11,23,1922,0.99,1,0.99
322,60,2021-09-11,23,1928,0.99,1,0.99
323,60,2021-09-11,23,1934,0.99,1,0.99
324,60,2021-09-11,23,1940,0.99,1,0.99
325,60,2021-09-11,23,1946,0.99,1,0.99
326,61,2021-09-16,32,1955,0.99,1,0.99
327,61,2021-09-16,32,1964,0.99,1,0.99
328,61,2021-09-16,32,1973,0.99,1,0.99
329,61,2021-09-16,32,1982,0.99,1,0.99
330,61,2021-09-16,32,1991,0.99,1,0.99
331,61,2021-09-16,32,2000,0.99,1,0.99
332,61,2021-09-16,32,2009,0.99,1,0.99
333,61,2021-09-16,32,2018,0.99,1,0.99
334,61,2021-09-16,32,2027,0.99,1,0.99
335,61,2021-09-16,32,2036,0.99,1,0.99
336,61,2021-09-16,32,2045,0.99,1,0.99
337,61,2021-09-16,32,2054,0.99,1,0.99
338,61,2021-09-16,32,2063,0.99,1,0.99
339,61,2021-09-16,32,2072,0.99,1,0.99
340,62,2021-09-24,46,2086,0.99,1,0.99
341,63,2021-10-07,47,2087,0.99,1,0.99
342,63,2021-10-07,47,2088,0.99,1,0.99
343,64,2021-10-07,49,2090,0.99,1,0.99
344,64,2021-10-07,49,2092,0.99,1,0.99
345,65,2021-10-08,51,2094,0.99,1,0.99
346,65,2021-10-08,51,2096,0.99,1,0.99
347,65,2021-10-08,51,2098,0.99,1,0.99
348,65,2021-10-08,51,2100,0.99,1,0.99
349,66,2021-10-09,55,2104,0.99,1,0.99
350,66,2021-10-09,55,2108,0.99,1,0.99
351,66,2021-10-09,55,2112,0.99,1,0.99
352,66,2021-10-09,55,2116,0.99,1,0.99
353,66,2021-10-09,55,2120,0.99,1,0.99
354,66,2021-10-09,55,2124,0.99,1,0.99
355,67,2021-10-12,2,2130,0.99,1,0.99
356,67,2021-10-12,2,2136,0.99,1,0.99
357,67,2021-10-12,2,2142,0.99,1,0.99
358,67,2021-10-12,2,2148,0.99,1,0.99
359,67,2021-10-12,2,2154,0.99,1,0.99
360,67,2021-10-12,2,2160,0.99,1,0.99
361,67,2021-10-12,2,2166,0.99,1,0.99
362,67,2021-10-12,2,2172,0.99,1,0.99
363,67,2021-10-12,2,2178,0.99,1,0.99
364,68,2021-10-17,11,2187,0.99,1,0.99
365,68,2021-10-17,11,2196,0.99,1,0.99
366,68,2021-10-17,11,2205,0.99,1,0.99
367,68,2021-10-17,11,2214,0.99,1,0.99
368,68,2021-10-17,11,2223,0.99,1,0.99
369,68,2021-10-17,11,2232,0.99,1,0.99
370,68,2021-10-17,11,2241,0.99,1,0.99
371,68,2021-10-17,11,2250,0.99,1,0.99
372,68,2021-10-17,11,2259,0.99,1,0.99
373,68,2021-10-17,11,2268,0.99,1,0.99
374,68,2021-10-17,11,2277,0.99,1,0.99
375,68,2021-10-17,11,2286,0.99,1,0.99
376,68,2021-10-17,11,2295,0.99,1,0.99
377,68,2021-10-17,11,2304,0.99,1,0.99
378,69,2021-10-25,25,2318,0.99,1,0.99
379,70,2021-11-07,26,2319,0.99,1,0.99
380,70,2021-11-07,26,2320,0.99,1,0.99
381,71,2021-11-07,28,2322,0.99,1,0.99
382,71,2021-11-07,28,2324,0.99,1,0.99
383,72,2021-11-08,30,2326,0.99,1,0.99
384,72,2021-11-08,30,2328,0.99,1,0.99
385,72,2021-11-08,30,2330,0.99,1,0.99
386,72,2021-11-08,30,2332,0.99,1,0.99
387,73,2021-11-09,34,2336,0.99,1,0.99
388,73,2021-11-09,34,2340,0.99,1,0.99
389,73,2021-11-09,34,2344,0.99,1,0.99
390,73,2021-11-09,34,2348,0.99,1,0.99
391,73,2021-11-09,34,2352,0.99,1,0.99
392,73,2021-11-09,34,2356,0.99,1,0.99
393,74,2021-11-12,40,2362,0.99,1,0.99
394,74,2021-11-12,40,2368,0.99,1,0.99
395,74,2021-11-12,40,2374,0.99,1,0.99
396,74,2021-11-12,40,2380,0.99,1,0.99
397,74,2021-11-12,40,2386,0.99,1,0.99
398,74,2021-11-12,40,2392,0.99,1,0.99
399,74,2021-11-12,40,2398,0.99,1,0.99
400,74,2021-11-12,40,2404,0.99,1,0.99
401,74,2021-11-12,40,2410,0.99,1,0.99
402,75,2021-11-17,49,2419,0.99,1,0.99
403,75,2021-11-17,49,2428,0.99,1,0.99
404,75,2021-11-17,49,2437,0.99,1,0.99
405,75,2021-11-17,49,2446,0.99,1,0.99
406,75,2021-11-17,49,2455,0.99,1,0.99
407,75,2021-11-17,49,2464,0.99,1,0.99
408,75,2021-11-17,49,2473,0.99,1,0.99
409,75,2021-11-17,49,2482,0.99,1,0.99
410,75,2021-11-17,49,2491,0.99,1,0.99
411,75,2021-11-17,49,2500,0.99,1,0.99
412,75,2021-11-17,49,2509,0.99,1,0.99
413,75,2021-11-17,49,2518,0.99,1,0.99
414,75,2021-11-17,49,2527,0.99,1,0.99
415,75,2021-11-17,49,2536,0.99,1,0.99
416,76,2021-11-25,4,2550,0.99,1,0.99
417,77,2021-12-08,5,2551,0.99,1,0.99
418,77,2021-12-08,5,2552,0.99,1,0.99
419,78,2021-12-08,7,2554,0.99,1,0.99
420,78,2021-12-08,7,2556,0.99,1,0.99
421,79,2021-12-09,9,2558,0.99,1,0.99
422,79,2021-12-09,9,2560,0.99,1,0.99
423,79,2021-12-09,9,2562,0.99,1,0.99
424,79,2021-12-09,9,2564,0.99,1,0.99
425,80,2021-12-10,13,2568,0.99,1,0.99
426,80,2021-12-10,13,2572,0.99,1,0.99
427,80,2021-12-10,13,2576,0.99,1,0.99
428,80,2021-12-10,13,2580,0.99,1,0.99
429,80,2021-12-10,13,2584,0.99,1,0.99
430,80,2021-12-10,13,2588,0.99,1,0.99
431,81,2021-12-13,19,2594,0.99,1,0.99
432,81,2021-12-13,19,2600,0.99,1,0.99
433,81,2021-12-13,19,2606,0.99,1,0.99
434,81,2021-12-13,19,2612,0.99,1,0.99
435,81,2021-12-13,19,2618,0.99,1,0.99
436,81,2021-12-13,19,2624,0.99,1,0.99
437,81,2021-12-13,19,2630,0.99,1,0.99
438,81,2021-12-13,19,2636,0.99,1,0.99
439,81,2021-12-13,19,2642,0.99,1,0.99
440,82,2021-12-18,28,2651,0.99,1,0.99
441,82,2021-12-18,28,2660,0.99,1,0.99
442,82,2021-12-18,28,2669,0.99,1,0.99
443,82,2021-12-18,28,2678,0.99,1,0.99
444,82,2021-12-18,28,2687,0.99,1,0.99
445,82,2021-12-18,28,2696,0.99,1,0.99
446,82,2021-12-18,28,2705,0.99,1,0.99
447,82,2021-12-18,28,2714,0.99,1,0.99
448,82,2021-12-18,28,2723,0.99,1,0.99
449,82,2021-12-18,28,2732,0.99,1,0.99
450,82,2021-12-18,28,2741,0.99,1,0.99
451,82,2021-12-18,28,2750,0.99,1,0.99
452,82,2021-12-18,28,2759,0.99,1,0.99
453,82,2021-12-18,28,2768,0.99,1,0.99
454,83,2021-12-26,42,2782,0.99,1,0.99
455,84,2022-01-08,43,2783,0.99,1,0.99
456,84,2022-01-08,43,2784,0.99,1,0.99
457,85,2022-01-08,45,2786,0.99,1,0.99
458,85,2022-01-08,45,2788,0.99,1,0.99
459,86,2022-01-09,47,2790,0.99,1,0.99
460,86,2022-01-09,47,2792,0.99,1,0.99
461,86,2022-01-09,47,2794,0.99,1,0.99
462,86,2022-01-09,47,2796,0.99,1,0.99
463,87,2022-01-10,51,2800,0.99,1,0.99
464,87,2022-01-10,51,2804,0.99,1,0.99
465,87,2022-01-10,51,2808,0.99,1,0.99
466,87,2022-01-10,51,2812,0.99,1,0.99
467,87,2022-01-10,51,2816,0.99,1,0.99
468,87,2022-01-10,51,2820,1.99,1,1.99
469,88,2022-01-13,57,2826,1.99,1,1.99
470,88,2022-01-13,57,2832,1.99,1,1.99
471,88,2022-01-13,57,2838,1.99,1,1.99
472,88,2022-01-13,57,2844,1.99,1,1.99
473,88,2022-01-13,57,2850,1.99,1,1.99
474,88,2022-01-13,57,2856,1.99,1,1.99
475,88,2022-01-13,57,2862,1.99,1,1.99
476,88,2022-01-13,57,2868,1.99,1,1.99
477,88,2022-01-13,57,2874,1.99,1,1.99
478,89,2022-01-18,7,2883,1.99,1,1.99
479,89,2022-01-18,7,2892,1.99,1,1.99
480,89,2022-01-18,7,2901,1.99,1,1.99
481,89,2022-01-18,7,2910,1.99,1,1.99
482,89,2022-01-18,7,2919,1.99,1,1.99
483,89,2022-01-18,7,2928,0.99,1,0.99
484,89,2022-01-18,7,2937,0.99,1,0.99
485,89,2022-01-18,7,2946,0.99,1,0.99
486,89,2022-01-18,7,2955,0.99,1,0.99
487,89,2022-01-18,7,2964,0.99,1,0.99
488,89,2022-01-18,7,2973,0.99,1,0.99
489,89,2022-01-18,7,2982,0.99,1,0.99
490,89,2022-01-18,7,2991,0.99,1,0.99
491,89,2022-01-18,7,3000,0.99,1,0.99
492,90,2022-01-26,21,3014,0.99,1,0.99
493,91,2022-02-08,22,3015,0.99,1,0.99
494,91,2022-02-08,22,3016,0.99,1,0.99
495,92,2022-02-08,24,3018,0.99,1,0.99
496,92,2022-02-08,24,3020,0.99,1,0.99
497,93,2022-02-09,26,3022,0.99,1,0.99
498,93,2022-02-09,26,3024,0.99,1,0.99
499,93,2022-02-09,26,3026,0.99,1,0.99
500,93,2022-02-09,26,3028,0.99,1,0.99
501,94,2022-02-10,30,3032,0.99,1,0.99
502,94,2022-02-10,30,3036,0.99,1,0.99
503,94,2022-02-10,30,3040,0.99,1,0.99
504,94,2022-02-10,30,3044,0.99,1,0.99
505,94,2022-02-10,30,3048,0.99,1,0.99
506,94,2022-02-10,30,3052,0.99,1,0.99
507,95,2022-02-13,36,3058,0.99,1,0.99
508,95,2022-02-13,36,3064,0.99,1,0.99
509,95,2022-02-13,36,3070,0.99,1,0.99
510,95,2022-02-13,36,3076,0.99,1,0.99
511,95,2022-02-13,36,3082,0.99,1,0.99
512,95,2022-02-13,36,3088,0.99,1,0.99
513,95,2022-02-13,36,3094,0.99,1,0.99
514,95,2022-02-13,36,3100,0.99,1,0.99
515,95,2022-02-13,36,3106,0.99,1,0.99
516,96,2022-02-18,45,3115,0.99,1,0.99
517,96,2022-02-18,45,3124,0.99,1,0.99
518,96,2022-02-18,45,3133,0.99,1,0.99
519,96,2022-02-18,45,3142,0.99,1,0.99
520,96,2022-02-18,45,3151,0.99,1,0.99
521,96,2022-02-18,45,3160,0.99,1,0.99
522,96,2022-02-18,45,3169,1.99,1,1.99
523,96,2022-02-18,45,3178,1.99,1,1.99
524,96,2022-02-18,45,3187,1.99,1,1.99
525,96,2022-02-18,45,3196,1.99,1,1.99
526,96,2022-02-18,45,3205,1.99,1,1.99
527,96,2022-02-18,45,3214,1.99,1,1.99
528,96,2022-02-18,45,3223,1.99,1,1.99
529,96,2022-02-18,45,3232,1.99,1,1.99
530,97,2022-02-26,59,3246,1.99,1,1.99
531,98,2022-03-11,1,3247,1.99,1,1.99
532,98,2022-03-11,1,3248,1.99,1,1.99
533,99,2022-03-11,3,3250,1.99,1,1.99
534,99,2022-03-11,3,3252,1.99,1,1.99
535,100,2022-03-12,5,3254,0.99,1,0.99
536,100,2022-03-12,5,3256,0.99,1,0.99
537,100,2022-03-12,5,3258,0.99,1,0.99
538,100,2022-03-12,5,3260,0.99,1,0.99
539,101,2022-03-13,9,3264,0.99,1,0.99
540,101,2022-03-13,9,3268,0.99,1,0.99
541,101,2022-03-13,9,3272,0.99,1,0.99
